supplier_country,supplier_region,political_stability_index,infrastructure_score,natural_disaster_frequency,corruption_index,conflict_score,sanctions_exposure,export_restriction_risk,diplomatic_relations_score,distance_km,is_landlocked,supplier_tenure_years,contract_type,communication_responsiveness_hours,num_alternative_suppliers,supplier_tier,quality_incidents,audit_score,iso_certified,regulatory_violations,financial_stability_index,debt_to_equity,payment_delay_days,dependency_ratio,revenue_trend_yoy,num_employees,on_time_delivery_rate,avg_lead_time_days,lead_time_variability,order_fulfillment_rate,capacity_utilization,past_disruptions_lagged,avg_recovery_time_lagged,inventory_buffer_days,num_active_contracts,transport_mode,labor_strike_history,archetype,risk_level
Ecuador,South America,-0.34,42.5,3.4,33.0,2.5,1,0,62.2,5243,0,3,spot,21.2,0,Tier 3,2,65.1,1,1,24.7,0.59,16.66654536965997,54.6,9.1,370,82.7,23,5.8,85.1,85.2,2,2.2,20,10,land,2,2,4
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,74.1,5858,0,1,spot,36.0,2,Tier 3,4,76.4,0,0,53.3,1.96,10.6,39.1,0.9,549,71.2,24,2.6,84.8,87.4,1,12.8,25,15,air,0,2,1
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,0,62.7,5632,1,3,long-term,34.6,1,Tier 2,3,56.3,1,1,34.9,1.45,24.608235320279633,48.6,-2.9,394,75.9,22,5.2,91.3,87.8,2,10.4,10,14,sea,0,2,2
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,1,15.6,4162,1,5,long-term,31.0,2,Tier 3,0,65.3,1,2,67.0,1.21,9.7,41.7,3.0,137,77.6,26,6.2,78.8,88.0,3,16.2,24,15,land,1,2,3
Colombia,South America,-0.72,47.5,7.5,37.0,4.1,0,0,66.6,4657,1,6,spot,16.8,2,Tier 1,3,60.3,1,3,46.0,1.61,9.5,40.0,9.6,722,79.1,24,7.151815906087293,75.5,90.9,4,6.0,19,21,sea,0,2,2
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,51.8,3648,0,4,spot,8.5,2,Tier 3,3,53.3,1,3,61.3,0.74,10.8,47.0,-0.4,127,81.9,27,5.1,83.4,82.1,4,14.7,13,8,air,0,2,1
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,41.4,4120,0,5,long-term,29.9,4,Tier 3,1,60.6,0,0,60.3,1.42,3.2,40.7,10.8,551,80.0,22,1.2,90.5,80.3,1,6.0,9,16,land,0,2,1
Peru,South America,-0.52,37.5,7.4,30.0,0.0,0,0,44.9,5068,0,3,spot,1.0,1,Tier 1,3,60.3,0,1,72.1,1.79,4.2,65.8,1.7,103,78.6,22,6.1,85.0,85.0,1,16.1,20,15,air,1,2,2
Bolivia,South America,-0.31,35.0,3.5,28.0,0.0,0,0,43.5,5746,1,6,spot,26.2,2,Tier 3,4,57.1,0,1,58.4,1.83,11.9,37.6,9.1,859,77.8,25,5.7,87.9,83.3,1,19.0,18,21,land,1,2,2
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,55.1,5572,0,4,spot,27.0,2,Tier 3,3,65.6,1,1,46.3,1.02,5.9,44.8,-5.7,157,81.2,28,7.8,74.9,77.4,4,8.4,29,13,sea,0,2,2
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,1,1,39.2,6455,0,4,long-term,21.2,1,Tier 2,2,85.4,0,3,48.4,1.2,13.6,39.7,3.7,799,88.3,11,5.277362828615867,85.5,90.7,3,11.0,25,18,sea,1,2,4
Serbia,Eastern Europe,-0.04,35.0,1.5,33.0,0.0,1,1,50.3,4874,0,4,long-term,24.1,1,Tier 2,4,63.6,0,1,40.2,1.18,12.8,41.3,1.2,1014,75.1,24,2.9,76.6,87.8,2,8.0,14,11,sea,0,2,4
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,0,50.8,4596,1,3,long-term,19.3,3,Tier 1,2,75.7,1,0,42.5,0.75,11.9,52.6,9.5,120,70.5,27,8.027960007211217,89.7,91.8,3,17.4,16,17,air,0,2,1
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,1,0,55.4,5846,1,6,long-term,46.0,1,Tier 2,2,64.0,1,0,37.5,1.3,30.7,39.8,0.3,628,88.9,19,5.9,88.0,80.0,0,13.1,23,13,air,0,2,4
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,1,0,55.8,6752,1,5,spot,32.1,2,Tier 2,3,76.8,0,2,35.9,1.17,9.8,58.7,-4.4,449,80.1,24,5.9,77.6,87.9,2,7.2,24,11,sea,0,2,4
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,59.1,6107,1,5,spot,21.0,3,Tier 3,2,66.2,0,2,38.8,1.76,13.3,41.9,0.3,188,78.2,14,6.3,79.3,76.7,1,16.0,13,21,air,0,2,2
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,48.3,5783,1,3,spot,24.5,2,Tier 2,3,75.8,1,2,59.9,1.4,2.2,41.9,10.1,229,78.8,22,7.572750772076285,82.0,91.0,3,7.6,20,10,air,2,2,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,49.8,4376,0,7,spot,23.9,3,Tier 1,3,65.2,0,3,41.6,1.63,12.6,47.6,-4.0,33,81.4,13,8.667800235655253,86.7,88.9,2,3.0,13,22,air,0,2,2
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,1,63.1,6280,0,4,spot,39.6,2,Tier 2,4,70.9,1,2,63.5,1.41,12.3,44.9,-2.2,421,77.8,32,5.1,86.2,76.6,2,0.0,15,16,air,2,2,3
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,51.1,5912,0,3,spot,28.7,2,Tier 3,3,68.1,0,0,71.4,2.03,11.9,54.3,3.4,159,89.6,30,4.9,82.9,82.1,2,11.7,24,19,land,0,2,1
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,40.7,6213,1,1,long-term,17.9,1,Tier 3,2,60.5,1,0,70.8,1.32,11.4,55.5,-1.6,244,78.4,22,5.8,87.4,69.3,1,15.0,16,14,air,1,2,1
Serbia,Eastern Europe,-0.04,35.0,1.5,33.0,0.0,0,0,68.0,5200,0,4,long-term,63.9,2,Tier 2,5,78.6,1,0,50.7,0.94,7.3,63.2,0.4,871,71.3,19,2.2,78.0,78.0,0,11.6,21,22,land,0,2,1
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,59.1,5593,0,4,long-term,26.4,2,Tier 2,3,76.8,1,0,60.9,1.35,13.4,54.3,-8.6,83,83.7,26,1.9,89.2,86.7,2,5.2,24,15,land,1,2,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,71.5,5657,1,5,spot,30.6,3,Tier 1,1,75.1,1,1,49.2,1.24,12.5,53.2,0.7,354,84.1,17,9.260610807555375,80.9,91.6,1,10.8,21,14,land,2,2,1
Poland,Eastern Europe,0.56,62.5,1.9,53.0,0.0,0,0,45.6,6116,0,5,spot,32.0,2,Tier 3,1,59.1,1,3,58.5,1.34,1.3,63.2,2.5,432,84.7,26,3.0,87.4,86.0,2,1.7,17,18,air,0,2,1
"Venezuela, RB",South America,-1.19,35.0,2.1,10.0,0.2,0,1,47.1,5990,1,5,long-term,17.9,2,Tier 2,5,67.3,1,3,36.8,1.71,9.6,31.9,0.6,5,85.5,19,2.9,87.3,82.7,3,12.6,16,8,sea,0,2,3
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,0,72.7,4867,0,5,long-term,19.4,2,Tier 3,3,59.6,0,3,33.8,0.63,24.28634899760634,49.0,6.5,435,85.9,25,2.7,86.1,85.8,1,9.4,10,9,land,0,2,2
Moldova,Eastern Europe,-0.68,22.5,0.2,42.0,0.0,0,0,48.5,4945,0,0,long-term,20.7,1,Tier 1,2,62.3,0,3,56.7,0.74,14.2,48.1,6.5,174,88.7,25,3.1,89.6,76.7,0,4.4,19,12,sea,0,2,1
Brazil,South America,-0.41,55.0,8.5,35.0,21.2,0,0,48.2,5100,0,5,spot,10.9,1,Tier 1,5,63.6,1,2,49.4,1.12,22.3,50.5,-1.7,5,89.9,21,5.6,88.3,80.2,0,13.4,16,6,sea,2,2,2
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,65.3,5922,0,5,spot,37.3,3,Tier 3,3,60.6,0,1,49.6,1.24,10.9,61.6,0.9,170,79.0,11,5.5,83.2,83.5,2,9.0,15,14,land,0,2,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,45.9,4864,1,4,long-term,27.8,1,Tier 1,5,62.3,1,0,48.1,1.39,12.2,29.2,7.0,391,84.4,8,5.7,79.0,80.3,0,17.2,21,18,sea,1,2,1
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,30.4,3892,1,2,long-term,21.8,3,Tier 2,6,58.1,0,4,42.2,0.78,1.3,60.5,5.5,170,81.5,28,4.2,75.2,72.5,0,4.5,9,16,sea,0,2,2
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,60.5,4649,0,1,long-term,16.1,2,Tier 1,2,41.2,0,2,55.4,1.6,5.0,63.9,-0.7,334,79.3,19,5.9,87.2,69.9,0,12.1,19,7,sea,0,2,1
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,76.1,4751,0,1,long-term,37.9,2,Tier 1,3,71.4,1,0,22.8,0.86,24.384984183582905,49.4,-4.2,693,82.9,23,1.6,94.5,84.6,2,8.5,18,14,land,2,2,1
Paraguay,South America,0.08,37.5,1.5,24.0,0.0,0,0,61.4,5046,1,4,long-term,29.8,2,Tier 2,1,65.3,0,0,49.1,0.53,17.7,37.1,1.4,347,77.7,23,3.3,94.7,81.4,1,14.5,14,8,land,0,2,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,49.9,5229,1,5,long-term,52.0,2,Tier 2,3,51.5,1,2,48.3,0.92,7.7,45.6,3.1,5,77.4,19,5.8,84.6,83.7,2,10.4,16,13,land,0,2,2
Chile,South America,0.14,45.0,2.5,63.0,0.0,1,0,45.2,6470,0,4,long-term,39.5,1,Tier 2,2,72.6,1,0,33.6,1.17,37.52054302873597,50.3,6.8,5,77.6,20,2.7,84.8,78.1,1,14.7,18,20,land,0,2,4
Chile,South America,0.14,45.0,2.5,63.0,0.0,0,0,63.1,5171,1,4,long-term,23.6,1,Tier 1,1,55.8,0,1,44.2,1.35,7.1,56.2,0.9,775,77.5,24,6.2,86.7,83.8,4,11.7,30,8,sea,2,2,1
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,64.3,5548,1,1,long-term,17.9,3,Tier 2,1,64.7,1,2,64.1,1.96,7.2,41.7,1.2,87,86.1,23,4.6,87.2,84.0,2,11.5,27,11,land,0,2,1
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,0,0,72.6,4447,1,8,spot,24.3,3,Tier 2,4,63.6,0,2,55.9,0.89,8.2,47.4,6.5,85,79.9,31,8.3,79.6,83.8,0,2.5,8,13,sea,1,2,1
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,50.6,3880,1,4,spot,32.7,2,Tier 2,4,65.5,1,2,63.5,1.89,8.5,38.1,-0.6,5,78.9,20,5.6,73.0,78.6,3,6.4,19,13,sea,1,2,1
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,46.6,5923,0,1,long-term,43.8,2,Tier 2,3,68.6,1,2,55.7,1.25,15.7,56.0,6.6,485,81.2,15,4.0,81.4,77.7,1,7.1,13,17,land,1,2,2
Croatia,Eastern Europe,0.6,50.0,1.2,47.0,0.0,0,0,52.9,4826,0,5,long-term,26.7,1,Tier 2,3,71.7,1,1,62.9,0.82,5.8,48.3,-4.7,123,86.2,26,5.7,79.1,72.5,1,7.9,22,11,sea,1,2,1
"Venezuela, RB",South America,-1.19,35.0,2.1,10.0,0.2,1,0,72.8,6030,0,6,long-term,24.0,1,Tier 2,4,52.5,0,0,55.8,1.34,16.2,34.1,3.5,67,71.3,15,3.7,84.1,77.6,0,7.5,23,12,land,0,2,4
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,1,1,66.6,4282,0,4,long-term,21.2,1,Tier 1,1,72.6,0,1,35.5,0.74,12.9,56.8,4.9,583,86.2,9,5.2,81.4,78.5,1,12.8,21,16,air,0,2,4
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,37.6,6365,1,5,spot,8.8,2,Tier 2,1,54.1,0,3,32.3,0.5,19.011648551500382,59.6,-0.0,240,80.9,16,3.8,82.1,77.4,0,7.6,14,12,sea,0,2,1
Colombia,South America,-0.72,47.5,7.5,37.0,4.1,0,1,31.1,6635,1,1,long-term,30.4,3,Tier 1,2,62.6,0,0,34.1,1.88,19.6808539281607,39.1,6.7,599,80.0,36,9.232674569732513,85.6,89.4,1,16.5,15,11,sea,1,2,3
Chile,South America,0.14,45.0,2.5,63.0,0.0,0,0,58.3,5940,1,5,spot,23.5,2,Tier 3,4,82.9,1,4,53.5,1.92,14.5,26.3,-0.7,5,87.5,27,4.7,81.9,85.5,0,5.2,17,12,sea,0,2,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,74.6,4357,0,3,spot,37.3,2,Tier 2,2,63.4,0,2,51.8,0.95,12.0,46.5,-15.9,349,74.6,14,1.6,84.6,82.1,1,14.7,28,6,land,1,2,1
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,1,41.5,5933,0,3,long-term,1.0,3,Tier 3,1,64.5,0,2,45.1,0.99,6.0,29.9,-5.4,512,79.3,19,4.5,89.8,83.0,1,12.7,20,22,sea,1,2,3
"Venezuela, RB",South America,-1.19,35.0,2.1,10.0,0.2,0,0,43.6,5295,0,3,spot,12.0,2,Tier 2,1,54.2,1,1,50.2,1.35,7.9,41.3,0.9,683,72.7,29,5.160760930415451,85.8,89.3,0,3.4,23,15,air,1,2,2
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,38.9,6672,0,5,long-term,46.2,3,Tier 2,1,63.3,1,1,48.2,1.4,14.3,51.1,9.8,5,87.3,16,5.941865076989071,85.9,90.1,0,8.0,18,18,land,1,2,1
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,1,55.4,4630,1,5,long-term,33.4,3,Tier 2,2,61.3,1,1,56.5,2.16,13.6,40.1,-4.4,5,90.0,20,3.5,83.2,81.1,2,17.8,21,14,air,0,2,3
Uruguay,South America,0.96,42.5,1.2,73.0,0.0,0,0,66.7,5221,1,4,long-term,10.9,2,Tier 2,1,63.0,1,2,71.8,1.96,12.1,43.7,0.5,764,81.0,20,6.5,74.3,77.0,2,6.0,15,7,air,1,2,1
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,33.0,5114,0,3,spot,40.1,1,Tier 3,4,64.3,1,1,42.2,1.28,4.6,48.0,3.4,440,74.3,14,5.1,82.1,79.7,3,9.4,20,18,sea,2,2,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,1,0,49.4,4652,0,8,long-term,54.2,3,Tier 2,2,66.9,0,0,59.2,1.78,4.0,30.2,4.9,285,80.8,27,3.3,82.8,86.1,0,5.2,19,18,air,0,2,4
Ecuador,South America,-0.34,42.5,3.4,33.0,2.5,0,1,39.7,4034,1,3,spot,17.4,3,Tier 3,0,71.5,1,1,63.8,1.12,15.7,44.9,1.9,5,74.5,26,5.8,84.1,75.6,2,10.2,16,12,land,0,2,3
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,58.9,6522,0,3,long-term,21.3,2,Tier 2,5,55.4,1,3,50.3,1.29,10.3,41.2,-4.0,138,83.2,11,2.3,81.0,72.2,2,2.9,6,18,land,0,2,2
Ecuador,South America,-0.34,42.5,3.4,33.0,2.5,0,0,42.5,5217,0,2,spot,31.2,3,Tier 2,4,57.5,0,3,61.1,1.5,8.7,52.9,-0.8,87,83.9,23,5.7,84.8,86.1,0,17.0,16,13,land,0,2,2
Romania,Eastern Europe,0.37,47.5,1.6,45.0,0.0,0,0,46.6,5277,0,5,long-term,28.5,2,Tier 1,2,61.2,0,2,47.1,2.07,4.0,39.3,-0.0,374,70.2,17,8.618832662202305,79.3,91.2,1,7.7,26,16,sea,0,2,1
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,0,60.6,5650,0,4,spot,3.8,4,Tier 2,3,58.5,0,1,38.5,0.75,9.9,26.9,6.0,473,88.1,16,6.657181624710869,89.3,89.8,0,16.7,19,19,sea,3,2,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,66.9,5220,0,4,spot,24.0,1,Tier 2,3,70.3,0,2,32.6,1.45,25.178947045193198,30.7,2.8,130,76.0,20,0.8,81.0,78.8,2,12.8,10,12,sea,0,2,1
Serbia,Eastern Europe,-0.04,35.0,1.5,33.0,0.0,0,0,21.6,4506,1,6,long-term,9.5,2,Tier 1,6,65.3,1,1,47.7,1.73,15.3,31.5,-2.5,34,67.3,25,5.8768944987006115,83.4,91.1,1,10.4,23,15,land,2,2,2
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,43.4,5790,0,5,spot,53.4,2,Tier 3,3,60.8,1,1,40.8,1.44,18.9,51.3,3.6,5,81.7,16,1.6,84.3,84.9,1,7.4,14,17,sea,0,2,2
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,59.9,7203,0,4,long-term,1.0,3,Tier 2,4,65.8,0,0,41.3,1.21,10.3,47.2,7.7,151,75.3,17,5.5,77.0,81.8,2,16.6,5,12,air,0,2,1
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,59.8,5667,0,1,spot,22.2,2,Tier 2,2,51.9,1,3,70.8,1.34,10.2,38.0,-3.9,5,76.1,29,3.0,79.3,75.3,1,3.2,17,13,land,1,2,2
Chile,South America,0.14,45.0,2.5,63.0,0.0,1,0,74.1,5187,0,3,spot,25.1,2,Tier 2,3,71.3,0,1,35.2,1.36,16.1,34.4,1.4,137,84.8,15,5.1,80.7,84.3,2,10.3,23,21,air,0,2,4
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,98.8,7346,1,2,spot,9.5,3,Tier 3,3,72.9,1,2,71.7,1.08,11.6,52.8,2.0,489,78.0,26,6.3,82.8,87.8,1,8.1,20,6,air,0,2,2
Moldova,Eastern Europe,-0.68,22.5,0.2,42.0,0.0,0,0,64.6,4623,1,4,spot,30.1,2,Tier 2,7,52.8,0,1,59.0,0.71,22.6,59.9,1.0,5,79.1,23,5.2,91.5,80.1,1,12.8,12,12,sea,1,2,2
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,1,53.6,5812,0,4,long-term,1.0,2,Tier 3,1,65.8,0,2,46.9,2.11,11.1,46.3,-3.7,402,85.2,27,5.122012875669403,85.8,93.0,1,15.4,19,17,land,0,2,3
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,42.5,5313,0,6,spot,9.0,1,Tier 3,1,46.6,0,0,49.2,1.04,7.2,44.3,-4.9,453,79.7,20,4.470584186724593,78.2,94.6,3,6.9,21,11,air,0,2,1
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,73.5,5181,0,4,long-term,34.2,3,Tier 2,5,66.5,1,2,47.4,1.89,9.3,39.4,-9.4,422,83.8,15,6.7,77.1,87.3,1,13.8,23,13,sea,0,2,2
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,47.7,6202,0,5,spot,64.8,2,Tier 1,2,60.7,1,2,38.9,1.4,8.7,31.6,3.4,82,85.1,21,5.933521546153204,83.8,90.5,0,19.2,15,15,land,1,2,1
Moldova,Eastern Europe,-0.68,22.5,0.2,42.0,0.0,0,1,70.4,4413,1,2,long-term,22.7,3,Tier 1,2,70.5,0,0,45.6,1.22,0.5,46.2,9.9,5,77.1,15,8.863062013814822,90.0,90.1,2,3.8,21,18,air,0,2,3
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,19.0,6262,0,2,long-term,20.4,2,Tier 2,4,73.8,0,2,64.2,1.73,6.6,67.9,-4.5,482,86.1,35,7.627644474590483,80.5,88.9,3,9.6,23,12,land,0,2,2
Poland,Eastern Europe,0.56,62.5,1.9,53.0,0.0,0,1,52.6,5193,0,4,spot,20.5,2,Tier 3,1,75.8,1,1,53.8,0.88,12.8,65.9,-2.3,35,80.0,30,3.8,93.2,76.7,1,10.9,17,15,land,1,2,3
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,1,62.0,5230,0,4,spot,27.3,2,Tier 3,2,65.5,0,2,61.1,1.28,7.9,45.4,-0.3,417,74.5,22,4.9,86.0,84.3,0,12.6,17,6,sea,1,2,3
Chile,South America,0.14,45.0,2.5,63.0,0.0,1,1,47.0,6559,0,4,spot,35.7,2,Tier 2,2,63.3,0,0,45.3,1.04,13.0,50.5,0.7,426,74.0,15,4.0,83.5,87.6,2,6.9,16,13,sea,0,2,4
Argentina,South America,-0.13,45.0,3.7,36.0,0.0,0,0,56.8,4133,0,3,long-term,19.3,2,Tier 3,2,63.2,0,3,51.2,1.49,12.5,50.9,-1.0,400,80.2,24,4.1,86.0,83.0,3,5.0,20,13,air,1,2,2
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,84.1,4790,0,4,spot,35.6,3,Tier 1,4,67.3,1,1,29.8,0.48,29.905485065822425,54.2,1.6,359,80.7,28,3.6,84.9,84.4,2,4.8,16,10,sea,0,2,1
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,1,46.8,5321,1,4,long-term,16.2,2,Tier 3,3,71.7,0,2,67.8,1.07,6.9,46.7,1.1,816,87.8,26,6.7,83.1,84.8,1,8.5,21,14,land,0,2,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,47.1,5453,0,2,spot,3.8,2,Tier 1,0,45.0,0,1,47.7,0.87,7.4,50.4,-2.1,107,80.5,19,2.9,75.4,85.0,1,7.4,20,9,sea,0,2,1
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,60.8,5734,1,5,spot,27.2,3,Tier 1,0,64.8,1,1,46.5,0.54,10.0,40.5,-3.2,5,70.1,20,4.5,87.8,79.5,0,17.9,24,19,land,0,2,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,54.8,5981,0,4,long-term,49.9,2,Tier 2,3,71.3,0,0,58.5,1.33,12.2,41.0,0.9,73,81.4,30,4.4,77.1,84.2,2,13.5,19,7,land,0,2,1
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,1,41.1,9245,1,2,spot,56.4,2,Tier 2,8,58.5,0,1,33.3,2.44,39.193668393429604,77.7,-8.9,70,63.8,43,9.318453607608859,71.1,96.9,8,22.7,13,20,sea,3,3,3
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,61.0,10088,1,4,spot,81.5,1,Tier 3,2,47.7,0,10,29.1,2.53,27.076764486574127,61.0,-4.6,403,70.4,39,15.929130506964738,80.0,96.6,1,20.2,13,18,sea,0,3,4
Turkiye,Middle East,-1.01,65.0,6.0,31.0,0.8,0,1,43.6,7808,0,7,spot,79.3,3,Tier 2,3,56.9,1,5,28.8,2.59,33.07164150020616,67.3,-11.9,97,74.6,43,7.420448456093258,67.7,94.5,0,20.9,0,20,sea,0,3,3
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,0,35.7,7944,0,4,long-term,55.4,1,Tier 2,5,56.3,0,5,26.5,2.42,42.643861595761315,85.4,2.1,5,73.3,44,7.355674774564251,70.5,100.0,3,23.8,7,16,sea,0,3,2
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,1,41.9,10165,1,4,spot,78.8,0,Tier 3,5,61.9,0,4,38.6,2.7,26.8,68.4,-4.1,248,64.5,31,8.764250934326029,81.2,100.0,2,21.5,4,24,sea,1,3,3
South Africa,Africa,-0.67,65.0,5.5,41.0,0.1,0,0,29.6,8472,0,0,spot,60.4,1,Tier 1,5,53.0,0,1,27.3,2.36,33.29251014334287,61.2,-3.9,5,70.7,47,8.5,75.2,80.2,2,15.9,12,22,land,0,3,2
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,27.2,9054,0,3,spot,59.3,1,Tier 2,3,45.6,0,2,21.4,2.4,41.60905999027679,73.4,-15.0,5,64.9,37,10.114413810464281,75.8,95.1,3,27.5,9,25,sea,1,3,2
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,29.0,8976,0,6,spot,58.0,0,Tier 3,3,46.8,0,7,35.6,2.15,17.7,69.6,-11.7,652,75.6,46,9.396419564918272,70.7,90.9,3,30.2,13,24,sea,3,3,4
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,48.7,8874,0,1,spot,78.6,1,Tier 3,8,51.2,0,3,29.5,1.66,38.307654137928154,56.8,-5.7,5,66.8,46,8.757448858520261,76.3,93.8,9,18.1,10,24,sea,1,3,3
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,0,31.6,9245,1,3,long-term,64.1,1,Tier 1,6,41.7,1,4,47.3,2.47,14.8,49.7,-6.5,780,74.8,44,8.7,78.3,81.2,3,23.0,11,24,air,0,3,2
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,1,18.9,9747,1,2,spot,58.6,0,Tier 3,4,52.7,0,2,31.7,2.11,37.330523032666875,55.5,1.7,5,68.2,46,8.5,77.9,81.4,5,17.4,19,28,sea,2,3,3
Angola,Africa,-0.34,27.5,2.1,32.0,0.1,0,0,40.4,9037,1,3,long-term,47.7,1,Tier 3,3,59.3,1,5,43.4,2.63,15.8,67.2,-2.8,163,68.4,43,10.198248495913738,72.1,89.3,3,26.2,8,24,sea,1,3,2
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,0,1,15.2,8934,1,1,spot,60.1,1,Tier 2,5,68.1,0,6,57.7,2.87,22.9,58.3,-11.1,38,77.3,39,7.8,78.7,71.3,1,16.7,18,26,land,1,3,4
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,0,32.3,9363,0,4,spot,56.3,2,Tier 2,0,39.5,1,4,29.0,1.45,39.980631199868625,56.2,-8.9,14,58.8,32,9.713380123915417,71.0,88.6,3,22.4,7,29,land,0,3,3
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,1,19.9,8661,0,4,long-term,66.9,2,Tier 3,2,50.5,1,4,34.4,2.3,34.989659620953084,59.2,-5.2,5,77.0,52,9.852513352703838,79.3,89.2,3,22.0,8,22,sea,0,3,3
Cameroon,Africa,-1.4,27.5,2.4,26.0,3.5,0,0,28.3,10054,0,1,spot,58.1,1,Tier 2,6,52.1,1,2,37.7,1.64,21.5,57.9,-16.9,164,72.2,42,11.051345152451258,74.0,92.1,4,17.8,14,17,land,1,3,3
Senegal,Africa,-0.14,35.0,1.9,46.0,0.0,0,0,47.2,9713,0,4,spot,73.6,2,Tier 1,6,47.3,1,1,42.4,2.93,26.5,77.2,-10.6,311,78.7,39,6.764083221553472,74.7,96.6,4,23.1,9,16,sea,1,3,2
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,1,32.0,9379,1,3,long-term,53.3,0,Tier 1,5,47.2,0,3,14.1,2.15,35.71063248299178,60.7,-12.9,5,68.6,46,9.65653535469713,63.9,91.7,2,24.3,2,19,land,0,3,4
